name,cuisine,description,localAddress,phone,rating
Sinchana Karavali Hotel,Chinese Japanese       ,,"55/1, 4th Main, Begur Main Road, Behind Canara Bank, Bommanahalli, 560068",+91 96868 74080,
Swadishta Aahar,American        ,,"947 16th Main Road, 560076",+91 80 4120 2028,
Costa Coffee,Cafe        ,,"Rmz Infinity Tower, Hobli, Near Gopalan Mall, Old Madras Road",+91 80 6568 4280,
Kismiss - Sahs,Chinese        ,,"G-13, Arcade Shopping Center, Brigade Metropolis, Whitefield Road, 560066",+91 81230 03100,
Calcutta Biryani Club,Indian        ,,"1st Floor, N.s Complex, Itpl Main Road Kundalahalli Signal/gate, Marathalli, Bengaluru, Karnataka 560037, 560037",+91 89712 66620,
Udupi Kitchen,Chinese Cafe Fast Food Deli Central Asian    ,,"738, Palm Ave, Green Glen Layout, Bellandur, 560103",+91 96118 50741,
Vishnu Priya Bar And Restaurant,        ,,"31 80feet Road, Padmanabha Nagar, 560070",26390040,5.0
Pizza Stop,Pizza        ,,"188/1, 6th Main Road, Defence Colony, Behind Beyond China, Indiranagar, 560008",+91 96320 08331,
Foodies Inn,Chinese        ,,"3 Pattandur Agrahara Road, Near Itpl Gate, 560048",+91 80 4965 3030,
Nafees,Chinese        ,,"35/1 B, First Floor, Varthur Main Road, Marathahalli",+91 80 6888 8832,
Sln Grand Restaurant - Jisha Gardenia,Indian        ,,"Reva College, 560063",+91 97417 33955,
Biryani Park,Chinese        ,,"1st Floor, Vtb Complex, Brookfield Bus Stop, Aecs Layout, Opposite Kesar, Kundanahalli, Brookefields",+91 98866 88048,
Pizza Corner,Pizza        ,,"Salar Puri Building, 121, Ground Floor, Hosur Road, Opposite Forum Mall, Koramangala",+91 80 2206 7999,
Mirchi House Restaurant And Bar,Chinese        ,,"#v2, 3rd Cross Road, Next To Canara Bank, Electronic City Phase I, Bengaluru, Karnataka 560100, 560100",+91 99526 33845,
Rajdhani Thali Restaurant,Indian        ,,"Phoenix Mall Of Asia, Sahakar Nagar, Bellary Road, Yelahanka, 560092",,5.0
Kauser bakery,Indian        ,,"130 H K P Road, 560051",+91 99025 54723,
New Ra Ravi's Restaurant,Chinese        ,,"Opposite Green Fresh, Aes Layout, Marathahalli, 560053",+91 77600 45500,
Ruchista,Indian        ,,"Neeladri Road, 560100",+91 73377 64681,
Fish N Chips,Seafood        ,,"Orion Mall Brigade Group, 26/1, 80 Feet Road, Malleshwaram, 560055",+91 80 4112 1461,
Khana Mahal,Japanese        ,,"168, 16th Main, 21st Cross, Mahadeshwara Nagar, 2nd Stage, Near Ablaze Trust School, BTM Layout, 560076",+91 98454 99093,
Board 4 Bored,Chinese Indian Pizza Cafe Diner    ,A unique place with an mind blowing ambiance to a mind boggling set of Board Games to keep you engaged and with super friendly game hosts to help you out with the Board Games,"3rd Floor No 52 Chaitanya Plaza, Dvg Road, 560004",+91 96061 73535,
Reddy's Hotel Restaurant,Chinese Cafe       ,,"14/2 Double Road, Indiranagar, Opposite Nethradhama Eye Hospital, 560038",+91 95359 08375,
Mahalakshmi Bar & Restaurant,Italian        ,,"#7 Chokkasandra N H 4, T. Dasarslli, 560057",+91 94481 08996,
Shangrila,Chinese        ,,"194 Brigade Road, 560025",+91 80 2558 8994,
Waterpipe,Pub Gastropub       ,,"Concorde Silicon Valley, 560100",9.16E+11,
KFC,American        ,,"172nd Main Road, Jeevan Bhima Nagar, Next Sagar Fast Food, 560075",+91 80 2290 7009,3.5
Subway,Fast Food        ,,"296 24'th Main Road, Opposite Prakruthi Ayur Health Center, 560078",+91 80 2663 1616,5.0
Homifoo,Indian        ,,"1391 21st Main Road, 560102",+91 92062 98204,
Champaran Belly,Chinese Indian Asian Diner Healthy    ,"This place offers classical Champaran dishes and Thaali as mentioned below 1. Ahuna Mutton 2. Champaran Mutton Curry 3. Ahuna chicken 4. Champaran Chicken Curry 5. Champaran Paneer Curry 6. Champaran Aloo Dum 7. Champaran Egg Curry 8. Champran Fish Curry 9. Litti chokha 10. Chicken/Mutton/Fish/Egg/Veg Thali Taste of each of these dishes are unique and is USP of the restaurant. If you're a lover of spicy veg/non-veg food, this place is a perfect destination.","No. 36/4, Naveen Reddy Building, Shop No. 6, Behind Seasons Hotel, Phase 2, 560100",+91 82946 59301,
Fisheteria,Cafe Seafood Fast Food      ,,"Shop No. 82/1, Mosque Road, Frazer Town, Next To Mohammad Khan Jewelers",+91 99864 10978,
Ion Bar & Kitchen,        ,,"No 174/175 Manohar Crest 2nd Floor Brigade Road, 560001",+91 90362 06575,
Sri Lakshmijanardhana Bakery & Sweets,Japanese        ,,"Hanumantappa Building, 16, 1st Main, D Cross, Byatarayanapura, Opposite 58 Bus Stop, Banashankari, 560085",+91 80953 09381,
Shakes Theory,        ,,"#766/25 - 01 47th A Cross Road, Near Sangam Circle, Jayanagar, 560070",6200 00463,
Vaibhav,Seafood        ,,"10/10, New Gurappanapalya , Near Jaydeva Hospital, Bannerghatta Road, 560029",,
Treatly,Chinese Indian       ,,Opposite Celebrity Square Apartment,,
Satis Tiffins,Seafood        ,,"60 Venkateshwara Building Varthur Main Road Hal Airport Road, 560037",+91 80 2540 0122,
Just Shawarma,Arabic        ,,"43, Velankani Drive, Electronics City Phase 1, Doddathogur, 560100",+91 76765 61561,
Wetzel's Pretzels,Fast Food        ,,"Lg 19 - 20 Phoenix Market City Mall Ground Floor Whitefield Road, 560066",+91 80672 66522,
Swaad,        ,,"51 50th Cross Road, 560010",+91 80 4965 3053,
Dharwad Line Bazar Mishra Pedha,Indian        ,,"No 895 50th Cross, 560010",+91 87227 77711,
Brooks 37,Bar Pub       ,,"2nd Floor, A Square Plaza, Aecs Layout, 560037",+91 97426 53333,
Hoptel Nile Residency,Chinese Indian International Middle Eastern     ,,"No 16 Hoptel Nile Residency 4th Main, Behiand Ayyappa Temple, Madiwala, 560068",+91 99009 48871,
The Punjabi Rasoi,Indian        ,,"311 100 Feet Road, 560038",+91 80 4161 1777,
New Grand Family Restaurant,        ,,"77/1, Hosur Main Road, Near Ayyappa Temple, Madiwala",+91 80 2552 4411,4.0
Pasta Street,Italian        ,,"224 Itpl Main Road, 560066",+91 77605 36185,
Urban Monkey Cafe,Italian American Pizza Cafe European    ,"A cozy modern Cafe Serving All Day Breakfast, Pizza, Pasta, Burgers and a lot more.","No.9, Ground Floor, Renuka Complex, Kaikondrahalli Lake Trail, Road Opp to Sarjapura Fire Stations Kaikondrahalli, 560035",+91 90363 65904,
Snack Spot,Fast Food        ,,"Opposite D.Mart, Varthur Main Road, Whitefield, 560066",+91 77952 40971,
Samaroh - Celebrating Indian Cuisine,Indian        ,,"4 Outer Ring Road, 560103",+91 98867 33600,
Madhuri,Asian        ,,"23 Narasimha Jois Lane, 560002",+91 80 2227 1165,
Sky Brew,        ,,"Movenpick Hotel & Spa Bangalore, No. 115, Gokula Extension, HMT Road , Near BEL Circle, New BEL Road",+91 80 4300 1000,4.0
The Coffee Brewery - Koramangala,Cafe        ,,"Mahakavi Vemana Rd, 4th Block, 560034",+91 78928 54489,
Drunken Monkey,Cafe Healthy Fruit parlours      ,"Drunken Monkey offers over 200 types of Smoothies and Smoothie Bowls made from specially blended combinations of fruits like fresh tropical watermelon to exotic dragon fruits, from healthy green spinach to juicy kiwis, from dry fruits like figs, dates to nuts like cashews, almonds and hazelnuts. These smoothies are further enhanced with healthy seasonings like sunflower seeds, pumpkin seeds, chia and basil seeds. All the monkey blends are completely natural and fresh with zero addition of any artificial flavors or sugar or preservatives or any kind of concentrates. The monkey believes that nature has a lot to offer to us and strives in creating unique and delicious smoothie blends that are both functional and fun-ranging from detox to meal replacements, from hydrators to protein smoothies, and from healthy veggie smoothies to hangover warriors. Every single smoothie at drunken monkey is specially crafted with precision and love, delivering you a perfectly blended smoothie which is delicious, yummy and of great nutritional value. Every sip leaves you feeling light, happy and ' naturally high' , and the only secret to it is simple and straightforward - embrace life, embrace nature and 'stay naturally high’.","41st Cross, 3rd Block, Rajajinagar, 726/6, Prakash Enclave, 1st Floor, Esi Main Road, 560010",+91 99003 95551,
27th Park Avenue,Seafood        ,,"3, 27th Cross, End of K.R. Road, BSK 2nd Stage, Opposite Canara Bank, Banashankari",+91 80 2671 6400,
Sakshi Multicusine Restaurant,Chinese Indian Asian Soups     ,"We serve south Indian famous recipes. We also serve India's most tasted cuisines like north Indian, Chinese, Tandoori, We offer delicious and mouthwatering delicacies for main courses in our menu to choose from one such example is World's famous Hyderabad Biryani","No 173,1st floor,Munivenkatappa Layout,Bilekahalli,Bannerghatta Road, Opp Ranka colony, 560076",+91 80738 30657,
Banashankari Donnebiryani,Indian        ,,"9th Cross Road, 560028",+91 90369 68980,
Nandhana Palace,Indian        ,,"166 Beml Main Road, 560098",+91 80 2861 2995,
Star Chicken Centre,        ,,"93 Lalbagh Fort Road, 560027",1.10E+11,
Tudum,        ,,"16 Ali Asker Road, 560001",+91 89710 30516,
Zam Zam Kerala Mess,        ,,"9, Sgr Dental College Road, Munnekolal, Near Dk Indian Gas Agency, Marathahalli",+91 98868 71421,5.0
Kannur Food Point,        ,,"21, 4th Main, 1st Cross, Behind Ayyappa Temple, Madiwala, 560058",+91 98861 65106,
Eat N Chill,Chinese        ,,"611, 1st Main Road, 'C' Block, Aecs Layout, Brookefield, Near Sbs Global Services Outsourcing, Kundalahalli",+91 81971 51312,
Hotel New Nandhini Restaurant,        ,,"6, Gurappa Naidu Building, Uttarahalli Main Road, Opposite Brigade Residency, Banashankari",+91 90088 21063,
Atithii,Indian        ,,"Swiggy Kitchen, 14th Main Rd, Sahakar Nagar, Byatarayanapura, 560092",+91 95351 84669,
New Uncle Kitchen,Chinese        ,,"Sujatha Building No 870 A Block 2nd Main, Near Ayyappa Temple, 560015",+91 80668 16535,
Harini Veg,Cafe        ,,"11 Kammanahalli Main Road, Kammanahalli, 560033",+91 91644 02666,
The Cafe,Indian        ,,"Unit No.100, Ground Floor, Samvit, 560082",+91 74066 98000,
Lifetree,        ,,"9 Richmond Road, 560025",+91 70907 18708,
Crezzo,Indian        ,,"16 17th A Cross Road, 560055",+91 86607 91036,
Amirthas,Indian        ,,"4th Floor, Soul Space Area, Doddanakundi, 560037",+91 78480 80808,
Biryani Paradise,Indian        ,,"105 Hoodi Road, 560048",+91 98455 98800,
Punj-Aab,Indian        ,,"Rmz Infinity, 560038",+91 80 4093 0914,
Corretto Thrown Cafe,Chinese Cafe Thai      ,,"29, Chansandra, Near Nice Corridor Road, Rajarajeshwari Nagar, 560098",+91 98861 10783,
Raj Rasoi,Indian        ,,"82 21st Main Road, 560070",+91 88805 20649,
California Burrito,Mexican        ,,"11 Jyothi Niwas College Road, 560034",+91 80 4709 1118,
M B Bakery,Indian        ,,"10 Old No, RV Road, Near Karnataka Bank, Mavalli, 560004",+91 98807 81616,
Buzz Snacks & Brewz,Fast Food        ,,"58 Shop No, Opposite Rv Teachers College, 560004",+91 94482 70820,
1722 Ub Cafe,European        ,,"Khb Colony, 5th Block, Koramangala, 560095",+91 80 4371 6305,
Chatar Patar,Indian        ,,"177/C 7'th B Main Road, Opposite Nmkrv College for Women, Jayanagar, 560070",+91 97425 14023,
Sri Ram Sweets,        ,,"#200, Bannerghatta Road, Bilekahalli, 560076",+91 95356 54143,4.5
Arayante Adukkala,Seafood        ,,"Opp : To Phoenix Markecity, Whitefield Main Rd, Devasandra Industrial Estate, Mahadevapura, Bengaluru., 560001",+91 96065 65101,
Afrin Kabab Centre,Chinese        ,,"41/4, Haines Road, Frazer Town, 560005",+91 97397 02238,
Taj Biryani Corner,Chinese        ,,"61/64 Mm Road, Opposite Haji Sir Ismail Sait Mosque, 560005",+91 97318 53703,
Bhagini Le Jardin Kitchen,Indian        ,,"100 Outer Ring Road, 560037",,
S.L.V. Upahar,Cafe        ,,"217/18, Chanappa Nilaya, Akkipet, Near Jain Temple, 560053",+91 94489 33398,
Lotus,Chinese        ,,"3, Rajbhavan Road, Race Course Road, Hotel Paraag",+91 80 2226 7071,
Pizza Hut,Pizza        ,,"Survey No 746, Thirumagondanahali Service Rd, Giddenahali, 562107",+91 1800 202 2022,
Calaca - The Mexican Kitchen,Mexican        ,Delicious Mexican food served in Bangalore,"52, 2nd A Main Road, Jaladarshini Layout, 560094",+91 81973 87129,
Juice Maker,Healthy        ,,"No 102 8th Main Road, 560029",+91 81232 32253,
Nandhana Palace,Indian        ,,"1 100 Feet Road, 560034",+91 80 2563 0202,
Yuva Multicuisine Restaurant,Chinese Indian Asian Healthy Middle Eastern Pakistani   ,,"#54 M M Layout Opp To Janapriya Apartments Hesaraghatta Main Road, 560032",,
Cool Roll Burger,        ,,"18, 80 Feet Road, 4th Block, Opposite Yes Bank, Koramangala, 560034",+91 80 3308 5020,3.5
Subway,Fast Food        ,,"15 Church Street, 560017",+91 80 2559 4748,
The Touch Club,Chinese Indian       ,,"3rd Floor 18th Cross 1085 14th Main, Near Bda Complex, 560102",+91 98456 22023,
Dyce,European        ,,"1 6th Main Road, 560011",+91 97396 34151,
Pizza Corner,Pizza        ,,"425, 39th C Cross, 9th Main, 5th Block, Near Indian Overseas Bank, Jayanagar",+91 80 4098 0913,
Suryawanshi,Indian        ,,"1a Sarjapura Main Road, 560035",+91 80 4866 7798,
Allana Kabab,Fast Food        ,,"19 B D A Complex 1'st Main Road Richmond Road, 560047",+91 99869 23588,
Sintales,Chinese Indian Pizza Cafe International    ,,"606 2nd Main Road, KPCL Layout Kasavanahalli, 560035",+91 97412 97988,
Beijing Bites,        ,,"723 Service Road, 560064",+91 80 4166 7488,
Minsk Restobar,        ,,"6th Floor, 212,13th Main, 1st Cross Rd,, Next To Krishna Prakash Apartment, Aicobo Nagar, Btm 1st Stage,, 560029",+91 91640 72727,
Pita Pit,Mexican Healthy Canadian      ,,"Food Court, 4th Floor, Ascendas Park Square Mall, International Tech Park, 560066",+91 80 4965 3067,
Chatokara Foods Pvt. Ltd.,Indian        ,,"31 2nd Cross Road, 560002",+91 73380 00475,
Hyderabadi Biryani Box,Indian        ,,"140 Tech City Layout, 560100",+91 96470 86645,
Kotae Garden,        ,,"Singasandra Hosur Main Road, Opposite Tata Motors, 560100",+91 98455 63402,
Naidu Military Hotel Restaurant,Indian        ,,"50, Oil Mill Road Corner, Opposite Davis Bar, Kammanahalli, 560084",,3.0
Pizza Hut,Pizza        ,,"Shop No 5, Mgr Complex, Sarjapur Road, Kaikondrahalli, 560035",+91 97395 91351,3.0
Al-Baiek,        ,,"MKS Square Market, New BEL Road, Next To Domino's, Opposite Maha Bazaar, 560094",+91 80 2351 0777,
Dominos Central 2,Pizza        ,,"45/1 Marenahalli Road, 560070",+91 97380 43093,
The Other Crescent,        ,,"49/1 S Kariyappa Road, Basavanagudi, 560004",+91 80 4369 9999,
Prequel,        ,,"1st Floor, Umiya Velocity, Hebbal, Bengaluru, Karnataka 560024, 560024",+91 91680 41969,
Frutti Scoop,        ,,"48 Richmond Road, 560025",+91 99162 50050,
Sri Kala Bar and Restaurant,        ,,"748, Subramanya Pura Main Road, Kadirenahalli, 2nd Stage, Near Axis Bank Atm, Banashankari",+91 80 2691 7489,5.0
Kanti Sweets,        ,,"13, Soundarya Gardenia, Hmt Factory Main Road, Opposite Jalahalli Police Station, Jalahalli, 560013",+91 80 2296 0616,5.0
Devishri Sweets and Condimoms,        ,,"T R Road, 560057",+91 89702 74274,
Cakes & Slices,        ,,"27, 80 Feet Road, Srinivasan Nagar, Near Icici Bank Atm, Banashankari, 560050",+91 80 2590 8416,5.0
Srikshetra Ice Cream,        ,,"Shoppers Stop Ground Floor Bannerghatta Road, 560076",+91 88849 50947,5.0
Chak De,        ,,"792 2nd Phase, Near New Town Police Station, 560064",+91 80 2846 1788,
Tandoor Terrain,        ,,"7 10th Main, VT Paradise Hotel, 560009",+91 80 2212 9882,4.0
Chameleon Lounge Bar,        ,,"1st Main Road, Comfort INN Insys, 46, Gokula 1st Stage, Mathikere, Yeshwantpur, 560054",,
Toca.koramangala,        ,,"120 1st Main Road, 560095",+91 95385 00032,
Fresh Pressery Cafe,        ,,"2 Lavelle Road, 560001",+91 80 4147 4546,
Ashok Upahar,        ,,"Majestic Circle, Gandhinagar, 560009",+91 97812 31523,
Lv Venkateshwara Jolada Rotti Oota,Indian        ,,"86 8th Cross Road, 560003",,
Sree Malemahadeshwara Tea House,        ,,"3 Avenue Road Cross, 560053",,
Street8,        ,,"1328 50 Feet Road, 560078",+91 80 2666 2233,
Cafe Nova,        ,,"Kathirhuppe Water Tank Main Road,banashankari 3rd Stage,, 560085",+91 97408 44005,
Mb Munoths Jain,        ,,"113 Nagarathpet Main Road, 560002",,
Boss Burger Lavelle Road,        ,BOSS Burger - straight from the House of Impresario - serves blockbuster burgers with bold flavours at your doorstep!,"Lavelle Rd, Shop 52, Ground Floor, Shanthala Nagar, 560001",,
Sri Annapoorneshwari Food Products,        ,,"266 6th Cross Road, 560098",+91 93438 12214,
Corner House Ice Creams,        ,,"10 Old Kanakapura Road, 560004",+91 80 4169 9595,4.0
Mirchi Mama,        ,,"369, Dwarakavasa Rd, Bel Layout Ii Phase, Bel Layout, Phase 2, Byadarahalli, Bengaluru, Karnataka 560091, 560091",,
Nice Burger,        ,,"Rt Nagar Post Seshadripuram Main Road, Opposite Ambedkar Medical College, 560020",+91 89515 53082,
Arthiees Foods,Indian        ,,"2331 17th Cross Road, 560102",+91 96066 00848,
Makhan Chor,Chinese Indian       ,,"14'th Main Road, Kumaraswamy Layout, 1st Stage, 560078",+91 97411 57399,
Hyderabadi Dum Biriyani,Indian        ,,"44 10th Main Road, 560041",,
Le Gateau - The Cake Shop,        ,,"379/2, Narayanamma G, 8th Cross, Konenagrahara, Old Airport Road, 560075",+91 80 4965 3228,4.0
Bangarpet Chats,Indian        ,,"Dr.vishnuvardan Road ,uttarahalli Bangalore, 560098",+91 96869 82244,
The Up Cycle Cafe,        ,,"124, 60 Feet Road, 1st Floor, Above Bhavani Kangan, BEML Layout, 5th Stage, Rajarajeshwari Nagar, 560061",+91 80 6570 0549,
New Krishna Sweets,        ,,"71 Nagarathpet Main Road, 560002",,
Eateroo Bombay Vada Pav,        ,,"19, Krishna Sinata Complex, Outer Ring Road, Near Marathahalli Bridge, Marathahalli, 560085",+91 93411 14321,4.0
Hotel Manjusree,Indian        ,,"21 11th Cross, Bendre Nagar, 560070",,
Rolls on Wheels,        ,,"Kbr Complex, More Megastore, 88, Ground Floor, Outer Ring Road, Opposite Girias, Marathahalli",+91 80508 83813,5.0
Indian Food,Indian        ,,"618 80 Feet Road, 560010",,
Paradise Pool Side Restaurant,Chinese Indian       ,,"Shakthi Hill Resorts, Off Mysore Road, Beml Layout, Rajarajeshwari Nagar, 560098",+91 80 4965 2702,
Hot Chips,        ,,"29/1, K.H Road, Opposite Idbi Bank, Shanthi Nagar, 560027",+91 90663 90059,
Biryani Palace,        ,,"L139 Biryani Palace Biryani Palace 15th Cross 5th Main, 6th Sector, HSR Layout, 560102",+91 81057 19991,5.0
Nn Timbers,        ,,"67 New Bamboo Bazar Road, 560002",+91 80 2670 0820,
New Prayag Raj Restaurant,Indian        ,,"5 1st A Cross Road, 560095",,
L.G. Iyenger's Bakery,        ,,"29/1, K.H Road, Opposite Idbi Bank, Shanthi Nagar, 560027",+91 80 2224 4378,
